neighborhood,landsize,housesize,bedroom,bathroom,parkinglot,price
Cumbayá,348,300,4,4,3,375000
Cumbayá,294,247,4,3,2,230000
Miravalle,350,300,3,2,2,330000
Cumbayá,218,170,3,3,3,189000
Calderón,240,127,3,2,2,98000
Carcelén,230,230,4,4,3,250000
El Inca,125,125,4,2,1,95000
Cumbayá,340,340,4,3,4,445000
Puembo,120,120,3,2,2,178000
Ponceano,140,106,4,4,1,110000
Norte de Quito,137,137,4,2,1,145000
Ponceano,206,206,3,3,2,148000
Norte de Quito,221,101,3,2,2,72000
Norte de Quito,112,98,3,2,1,95000
La Armenia,152,100,3,3,2,138000
Cumbayá,346,270,3,2,2,350000
La Armenia,105,86,3,2,1,70900
Ponceano,175,139,3,2,1,110000
Los Chillos,155,155,3,2,1,80000
Tumbaco,260,190,3,3,2,190000
Cumbayá,432,432,3,5,4,460000
San Rafael,95,70,2,2,1,65000
Conocoto,150,150,3,2,1,113000
Sangolqui,441,244,4,3,3,210000
Pomasqui,145,145,4,3,1,111500
Pomasqui,217,147,4,2,2,119900
Los Chillos,244,244,4,3,4,300000
Conocoto,140,140,3,2,2,98000
San Isidro - Vista Grande,140,122,3,2,1,99000
Calderón,132,93,3,3,2,87000
Calderón,106,106,3,2,1,57000
El Condado,180,146,3,2,2,145000
Tumbaco,500,286,3,4,2,458000
Cumbayá,320,320,4,4,3,420000
La Luz,150,247,3,3,2,180000
Sur de Quito,100,100,4,1,1,66900
Los Chillos,126,116,3,2,2,139500
Quitumbe,154,102,2,2,1,77000
Mitad del Mundo,222,197,3,2,1,98000
Calderón,128,128,4,3,1,76000
Sangolqui,183,146,3,2,4,99000
La Armenia,181,181,3,3,1,95900
Carcelén,140,100,3,2,2,99369
La Armenia,122,106,3,2,4,95000
Carcelén,308,200,3,3,1,135000
Norte de Quito,147,114,3,2,1,89000
La Armenia,96,96,3,1,1,80000
Sangolqui,167,167,3,2,4,159900
Tumbaco,489,489,5,3,2,195000
Norte de Quito,220,220,4,4,3,130000
El Recreo,220,119,4,2,2,184999
Los Chillos,195,195,4,3,2,129000
Los Chillos,177,120,3,3,1,89900
Cumbayá,432,432,5,6,4,480000
Tumbaco,300,280,4,4,2,225000
Norte de Quito,500,450,3,2,2,250000
Tumbaco,240,240,3,3,2,169000
Cumbayá,395,395,4,4,2,415000
Carcelén,126,126,3,2,1,74900
Tumbaco,200,171,3,3,2,230000
Nayón - Tanda,700,420,3,3,4,420000
Cumbayá,210,185,3,3,2,248000
Calderón,135,86,3,2,1,69000
Los Chillos,234,121,3,2,2,115000
Sur de Quito,154,129,4,1,2,65000
Monjas,105,94,3,2,1,65000
Conocoto,105,105,3,2,2,114500
Los Chillos,92,92,3,2,1,68000
Pomasqui,603,368,5,4,3,192000
Conocoto,281,135,3,2,4,120000
Pomasqui,75,74,3,2,1,73000
El Pinar,240,210,3,2,2,195000
Sangolqui,259,167,4,2,2,138000
Conocoto,176,176,2,2,2,74900
Norte de Quito,258,197,3,3,2,215000
Conocoto,130,117,3,2,2,106000
Calderón,160,160,3,2,1,89500
Sangolqui,950,311,3,4,2,239000
Carcelén,141,114,3,3,1,78000
San Carlos,131,128,4,2,2,90000
Norte de Quito,505,505,3,3,1,292000
Amagasí,190,170,3,2,2,118500
La Armenia,236,152,4,3,2,84990
Sur de Quito,172,172,4,3,2,105000
Norte de Quito,128,128,2,2,2,125000
Norte de Quito,185,172,4,3,2,155000
Calderón,145,98,3,2,1,70000
Los Chillos,184,144,3,3,1,135000
Nayón - Tanda,173,158,3,3,3,238000
La Armenia,165,110,3,2,1,118000
Norte de Quito,694,694,4,5,4,380000
La Armenia,535,286,3,3,3,219900
El Batán,120,92,3,2,2,128000
Llano Grande,90,90,3,2,1,49000
Pomasqui,178,140,3,2,2,99990
Pomasqui,231,193,3,2,2,155000
Carcelén,96,95,3,2,2,90000
La Luz,620,420,3,6,3,320000
Yaruqui,132,120,3,2,2,103000
El Pinar,208,132,4,3,1,118000
Cumbayá,500,350,5,5,2,320000
Miravalle,540,488,3,4,2,640000
Carcelén,513,513,5,5,3,335000
Calderón,132,121,3,2,1,72000
Tumbaco,280,176,3,2,2,189000
Sangolqui,144,101,3,2,2,100000
Amagasí,270,258,4,3,2,235000
Calderón,108,100,3,2,1,72000
Los Chillos,424,321,4,4,3,550000
Carcelén,190,170,4,2,2,119369
Pomasqui,287,163,3,1,1,125000
Mitad del Mundo,130,108,3,3,1,54000
Centro Norte,100,90,3,2,2,127990
Los Chillos,102,95,3,2,1,69900
Cumbayá,185,185,3,2,2,235000
Conocoto,210,181,4,2,2,165000
La Armenia,210,210,3,2,2,165000
Carcelén,160,130,3,3,2,99000
Tumbaco,245,220,4,5,2,200000
Tumbaco,220,190,4,4,2,205000
Los Chillos,527,268,3,4,2,190000
Cumbayá,350,350,3,3,3,350000
Yaruqui,451,138,3,2,2,109850
Cumbayá,256,176,3,3,2,200000
Tumbaco,162,14,3,2,2,255000
Conocoto,168,119,4,2,2,118000
Tumbaco,216,192,3,2,2,180000
Los Chillos,150,130,3,2,2,129000
Norte de Quito,136,136,4,3,1,139000
Cumbayá,500,350,5,4,2,335000
Tumbaco,194,158,3,2,2,217000
Los Chillos,300,255,5,5,4,220000
Carcelén,150,100,3,2,1,69900
Sangolqui,392,142,3,2,2,145000
Carcelén,163,163,4,2,1,155000
Quitumbe,409,144,3,2,3,125000
Calderón,120,120,3,3,1,70000
Cumbayá,512,316,3,3,4,360000
Carcelén,150,150,4,3,2,145000
Tumbaco,220,180,3,2,1,159000
Norte de Quito,104,104,3,2,1,80000
Norte de Quito,184,145,3,2,2,115000
Sangolqui,151,98,3,2,1,87000
Tumbaco,214,214,3,2,2,160000
Los Chillos,141,92,3,2,2,69900
Cumbayá,450,450,4,4,4,460000
Los Chillos,201,174,3,2,2,114500
Conocoto,134,119,3,2,2,118000
Sangolqui,143,142,3,2,2,92000
Carcelén,177,177,3,2,1,86900
Conocoto,122,108,3,2,1,82000
La Armenia,180,200,4,3,3,150000
Conocoto,180,200,3,3,2,160000
Nayón - Tanda,537,375,3,2,2,315000
Pomasqui,219,147,3,2,2,120000
San Bartolo,324,213,4,2,1,90000
El Inca,189,189,3,2,1,110000
El Condado,95,95,2,1,1,65000
Puembo,488,177,3,3,2,315000
Mitad del Mundo,535,374,4,4,3,285000
Norte de Quito,105,97,3,1,1,57000
Centro Norte,1000,190,3,3,2,160000
Tumbaco,323,193,4,3,3,230000
Norte de Quito,220,220,4,3,2,160000
Tumbaco,290,195,3,4,2,195000
Tumbaco,281,180,3,2,2,220000
Calderón,104,92,3,2,1,60000
Sangolqui,300,158,4,4,3,138000
Mitad del Mundo,297,263,3,3,3,249700
Pomasqui,126,96,3,2,1,78500
San Rafael,157,157,3,2,2,120000
Sangolqui,328,160,3,2,3,130000
Calderón,83,62,2,1,1,49500
Mitad del Mundo,140,140,3,2,4,99000
Nayón,400,266,4,4,3,310000
El Inca,190,187,4,4,2,125000
Bellavista,200,100,3,3,1,55000
Nayón - Tanda,368,263,4,4,2,270000
Sur de Quito,140,140,4,2,1,76900
Norte de Quito,117,117,3,2,2,105000
Mitad del Mundo,400,300,3,4,3,250000
Mitad del Mundo,210,150,3,2,3,130000
Lumbisí,298,180,4,3,2,238000
El Inca,157,157,4,3,3,138000
Pomasqui,173,140,3,2,2,102000
Conocoto,156,156,3,2,1,115000
Los Chillos,155,155,4,2,2,150000
La Armenia,135,102,3,2,1,80000
Calderón,116,116,3,1,1,79500
Calderón,114,114,3,2,1,81000
Tumbaco,300,250,3,3,2,271000
Sangolqui,110,110,3,2,3,115000
Calderón,105,105,3,1,1,73000
Norte de Quito,438,240,3,3,2,205000
Los Chillos,135,128,3,3,1,79000
Calderón,223,126,3,2,3,119900
Cumbayá,207,207,4,3,2,290000
Conocoto,1007,590,5,4,4,600000
San Isidro - Vista Grande,470,270,4,4,4,466000
Sangolqui,225,225,4,3,2,119000
Miravalle,500,500,3,3,2,640000
Quitumbe,198,198,4,2,1,77000
Conocoto,320,240,4,4,2,129000
Calderón,126,126,3,2,2,95000
Calderón,111,111,3,3,1,57000
Conocoto,188,137,3,2,2,110000
Tumbaco,660,560,4,4,3,530000
Pomasqui,141,117,3,2,1,87000
El Inca,151,151,3,2,1,87000
Conocoto,234,121,3,2,1,115000
Centro Norte,530,350,4,4,2,256900
Conocoto,112,82,3,1,1,68500
Calderón,168,111,3,1,1,92500
Tumbaco,310,200,3,3,2,209900
Norte de Quito,198,176,4,2,2,126500
Tumbaco,220,200,3,2,1,180
Sangolqui,108,90,3,2,1,78000
Los Chillos,180,155,3,2,2,115000
Tumbaco,292,252,3,3,3,165900
Comité del Pueblo,217,164,3,2,2,198483
Ponceano,259,179,5,4,2,140000
Pomasqui,188,133,3,2,1,105000
Tumbaco,228,137,3,2,2,157000
Cumbayá,262,214,3,3,2,430000
Tumbaco,208,163,3,2,2,248000
San Rafael,330,330,3,2,2,239000
La Armenia,170,151,5,3,2,135000
Cumbayá,500,350,3,3,4,430000
Comité del Pueblo,191,191,3,2,2,192000
Norte de Quito,297,153,3,2,2,169000
San Isidro - Vista Grande,150,135,3,2,1,108000
Lumbisí,176,176,3,3,2,240000
Tumbaco,400,400,4,3,4,370000
Calderón,340,240,5,4,2,119900
Miravalle,386,120,4,4,2,400000
Cumbayá,885,485,3,5,4,460000
Sangolqui,635,460,3,4,2,325000
Carcelén,99,99,3,1,1,67500
Cumbayá,220,168,4,2,2,175000
Conocoto,433,333,4,3,3,197000
Nayón,311,311,3,3,3,339000
La Armenia,570,300,4,3,4,225000
Los Chillos,87,69,3,1,1,57000
La Armenia,162,162,3,2,2,135000
Tumbaco,156,140,3,2,2,125000
Conocoto,253,253,4,3,2,153000
Las Casas,163,154,4,3,1,90000
Centro Norte,141,122,2,2,1,60000
Cumbayá,390,250,3,3,2,315000
Mitad del Mundo,255,140,3,3,4,134500
Puembo,263,263,3,3,2,290000
Calderón,160,160,3,2,3,75000
Sangolqui,157,146,4,2,2,145000
Sangolqui,100,100,3,2,2,93000
Nayón,750,550,5,5,4,490000
Cumbayá,207,207,4,3,2,290000
Centro Norte,600,500,4,4,4,450000
Los Chillos,173,173,3,2,3,127000
Tumbaco,280,280,2,3,2,420000
Conocoto,98,98,3,1,1,65000
Ponceano,514,389,3,2,2,250000
Los Chillos,136,84,3,2,2,71000
Sangolqui,462,169,4,4,3,145000
Los Chillos,800,240,3,2,4,220000
La Armenia,96,96,3,2,2,110000
Centro Norte,690,340,3,3,4,530000
Sangolqui,260,230,4,3,2,120000
Carcelén,126,107,3,2,1,81000
Cumbayá,315,315,4,3,1,360000
Cumbayá,195,195,3,3,2,245000
Alangasí,141,141,3,2,2,119000
Pomasqui,160,142,3,2,1,115000
Calderón,135,110,3,2,1,73500
Nayón - Tanda,875,265,4,3,4,365000
Tumbaco,814,183,3,2,4,278000
La Armenia,195,140,3,3,2,137000
Cumbayá,275,275,3,3,3,329000
Conocoto,218,154,3,2,3,150000
Calderón,158,138,4,3,1,85000
Sur de Quito,195,195,5,2,3,75000
Cumbayá,520,286,3,2,2,310000
Conocoto,140,140,3,2,2,135000
Conocoto,226,143,3,2,2,143000
Sur de Quito,120,110,3,2,1,70000
Cumbayá,283,231,3,4,3,295000
Cumbayá,457,346,3,2,3,330000
Cumbayá,208,178,3,2,2,192990
Sangolqui,178,178,4,2,2,65000
Puembo,340,340,4,4,3,430000
Los Chillos,300,240,4,2,4,160000
La Armenia,204,142,3,2,2,133000
Norte de Quito,179,179,3,3,2,130000
Conocoto,282,196,3,5,2,145000
Tumbaco,180,153,3,2,2,180000
Sur de Quito,285,236,5,3,2,100000
La Armenia,128,116,3,2,2,115000
Calderón,242,242,5,3,2,130000
Mitad del Mundo,206,109,3,1,1,75000
Norte de Quito,300,232,3,2,3,224900
Cumbayá,900,650,3,3,4,700000
Cumbayá,460,460,4,4,4,650000
Calderón,143,84,3,3,1,59000
Calderón,180,160,3,2,2,75000
Puembo,1005,365,3,4,2,635000
Yaruqui,252,80,3,1,2,28000
Pomasqui,101,81,3,2,1,76000
Sangolqui,65,65,3,1,1,65000
Calderón,93,63,3,1,2,47000
Los Chillos,303,240,3,3,3,249900
Cumbayá,339,235,4,3,3,435000
Sangolqui,224,138,4,2,2,80000
Calderón,152,152,3,2,1,89900
San Carlos,122,85,3,1,2,83000
La Armenia,130,120,3,2,2,115000
Cumbayá,350,280,3,3,2,220000
Carcelén,480,480,4,3,2,300000
El Condado,162,142,3,3,2,130000
El Tingo,140,130,3,2,2,96000
Carcelén,251,251,4,3,2,145000
Cumbayá,270,245,3,2,2,287000
Cumbayá,495,330,3,3,2,400000
Conocoto,131,131,3,2,2,85000
Amagasí,216,216,3,2,2,139000
Tumbaco,257,146,3,2,2,185000
Tumbaco,90,90,3,2,2,125000
Norte de Quito,397,396,4,3,3,220000
Cumbayá,370,370,3,4,2,2500
Centro Norte,310,290,5,4,2,270000
Carcelén,160,140,4,2,2,100000
Norte de Quito,185,168,4,4,2,88000
Cumbayá,181,169,3,2,2,185000
Conocoto,144,143,4,2,2,120000
Centro Norte,198,198,3,2,2,85900
El Pinar,230,230,4,2,1,127900
Mitad del Mundo,258,258,3,2,2,113900
Mitad del Mundo,289,289,3,2,2,92500
El Inca,211,211,4,3,3,134900
Calderón,104,84,3,2,1,79000
Cumbayá,290,239,3,2,2,270000
Norte de Quito,252,252,3,4,2,280000
Cumbayá,242,227,3,4,2,180000
Centro Norte,169,159,3,4,2,120000
Calderón,163,104,3,3,2,68000
Pomasqui,80,80,3,2,1,75000
Los Chillos,141,141,3,2,2,115000
Norte de Quito,250,250,4,3,3,165000
Amagasí,287,196,4,3,2,199000
Tumbaco,750,400,3,3,4,395000
Norte de Quito,137,137,4,2,1,140000
La Armenia,858,191,3,2,4,279000
Norte de Quito,167,167,3,3,2,110000
Sangolqui,300,160,3,3,2,148000
Nayón - Tanda,1023,273,3,4,3,325000
Los Chillos,110,110,3,2,1,88000
Ponceano,120,120,3,2,2,130000
Los Chillos,165,165,3,2,2,110000
Conocoto,300,300,4,4,2,260000
La Armenia,118,118,3,2,2,119000
Los Chillos,107,107,3,2,2,98000
Calderón,120,120,3,2,1,63000
Calderón,70,70,3,1,1,63000
Tumbaco,120,94,3,2,2,98000
Norte de Quito,352,314,3,3,3,219500
Sangolqui,143,143,3,2,2,94900
El Condado,470,370,3,3,3,300000
Cumbayá,150,115,3,2,1,150000
Tumbaco,814,183,3,2,4,278000
Centro Norte,660,300,3,3,2,400000
Tumbaco,100,82,3,2,1,92500
Conocoto,184,184,3,2,2,119000
Tumbaco,109,87,3,2,1,89000
Tumbaco,242,242,4,3,2,167000
Los Chillos,200,200,3,3,2,160000
Sangolqui,152,146,3,2,2,100000
Pomasqui,680,280,4,4,4,250000
Pomasqui,100,89,3,1,1,64900
Sangolqui,196,166,4,3,2,134000
Los Chillos,488,222,3,3,3,199900
Los Chillos,176,176,4,3,1,220000
Los Chillos,557,557,4,4,3,497000
Mitad del Mundo,130,83,2,2,2,46000
Mitad del Mundo,230,76,3,1,2,59000
Tumbaco,100,88,3,2,1,90000
Cumbayá,240,190,4,3,2,265000
Nayón - Tanda,170,150,3,2,2,175000
Cumbayá,500,350,4,4,2,335000
Tumbaco,291,191,3,3,2,219000
Puembo,487,177,3,3,2,310000
Cumbayá,233,158,3,2,2,260000
Mitad del Mundo,590,390,4,4,2,410000
Cumbayá,262,223,4,4,2,308000
Conocoto,170,150,3,2,2,137000
Tumbaco,260,200,3,3,2,168000
Cumbayá,187,137,3,2,2,200000
Cumbayá,500,350,4,4,2,375000
Los Chillos,202,131,4,2,2,98000
Tumbaco,400,400,4,4,2,480000
Los Chillos,110,97,3,2,1,70000
Sangolqui,96,67,3,1,1,55400
Tumbaco,300,219,3,2,2,265000
Los Chillos,302,258,3,2,4,165000
Norte de Quito,145,140,4,2,1,124099
Cumbayá,540,540,4,6,4,450000
Los Chillos,196,136,3,2,2,99900
Calderón,200,200,3,2,3,149000
Calderón,126,126,3,2,2,119900
